No,施設名,〒,所在地1,所在地2,℡,開　 設 年月日,解説者,管理者,内科,呼吸器内科,循環器内科,消化器内科,腎臓内科,神経内科,糖尿病内科,血液内科,皮膚科,アレルギー科,リウマチ科,感染症内科,小児科,精神科,心療内科,外科,呼吸器外科,循環器外科,乳腺外科,気管食道外科,消化器外科,泌尿器科,肛門外科,脳神経外科,整形外科,形成外科,美容外科,眼科,耳鼻咽喉科,小児外科,産婦人科,産科,婦人科,リハビリテーション科,放射線科,麻酔科,病理診断科,臨床検査科,救急科,一般病床,療養病床,計,備考,歯科標榜,緯度,経度
480,特別養護老人ホームみしま園,940-2301,長岡市,宮沢580-3,0258-42-3131,昭和57年4月1日,(社福）長岡三古老人福祉会,田中　晋,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.513821,138.780670
481,荒井医院,940-0218,長岡市,栃尾表町1-4,0258-52-2248,平成12年9月1日,荒井　義彦,荒井　義彦,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,37.475746,138.993164
482,いずみ苑医務室,940-0234,長岡市,栃尾泉419-2,0258-53-2211,平成3年5月1日,(社福）刈谷田福祉会,中村　秀美,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.451412,139.011490
483,特別養護老人ホーム「サンホーム」医務室,940-0203,長岡市,楡原784-13,0258-52-0151,平成16年9月1日,(社福)太陽福祉会,大橋　謙之亮,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.495052,138.992432
484,守門の里診療所,940-0203,長岡市,楡原岩ﾉ原2220,0258-52-1055,平成2年8月10日,(社福）栃尾福祉会,吉原　理恵,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.495052,138.992432
485,関内科医院,940-0205,長岡市,栄町3-3-12,0258-52-5828,平成4年4月1日,(医社）関内科医院,杉谷　鈴子,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.484013,138.994217
486,たかはし内科医院,940-0223,長岡市,栃尾本町6-1,0258-51-5520,平成26年6月1日,医療法人社団　たかはし内科医院,高橋　和久,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.475941,138.994812
487,栃尾眼科医院,940-0226,長岡市,滝の下町3-40,0258-53-0508,平成18年12月4日,医療法人信眼会,五十嵐　秀人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.473473,138.996994
488,風間医院,940-2406,長岡市,与板町江西3-1-20,0258-72-2130,平成9年5月12日,(医社）風間医院,風間　治男,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.535175,138.816696
489,小林医院,940-2402,長岡市,与板町与板441,0258-72-2016,平成5年4月1日,(医社)小林医院,小林　徹,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,,,37.539772,138.811722
490,木村医院,949-4511,長岡市,小島谷3343,0258-74-2172,平成2年4月1日,(医社）木村医院,木村　元朗,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.560894,138.769135
491,石塚医院,940-2502,長岡市,寺泊片町7753,0258-75-2071,昭和36年6月29日,(医社)石塚医院,石塚　康夫,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.642185,138.765869
492,特別養護老人ホーム　桐原の郷医務室,959-0152,長岡市,寺泊下桐3700-1,0256-97-5000,平成10年10月1日,(社福）長岡三古老人福祉会,砂山　徹,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.609035,138.803879
493,コロニーにいがた白岩の里診療所,940-2502,長岡市,寺泊藪田6789-4,0258-75-3131,昭和46年12月1日,新潟県知事,関　耕治,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.658684,138.785950
494,長岡市国民健康保険寺泊診療所,959-0141,長岡市,寺泊敦ヶ曽根605-1,0256-97-2359,平成18年1月1日,長岡市長,山田　聡,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.616142,138.826874
495,川口診療所,949-7513,長岡市,西川口1240番地1,0258-89-2104,平成19年4月1日,医療法人社団川口診療所,内田　和宏,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.530731,138.709396
496,特別養護老人ホームあおりの里診療所,949-7513,長岡市,西川口1173-3,0258-89-4880,平成13年4月1日,社会福祉法人小千谷北魚沼福祉会,内田　和宏,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.530731,138.709396
497,出雲崎町診療所,949-4353,出雲崎町,大字川西140,0258-78-3111,S54.6,出雲崎町長,（巡回診療）,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,歯科標榜,○,37.527447,138.707748
498,佐藤医院,949-4353,出雲崎町,大字川西28-8,0258-78-2153,平成20年5月1日,(医社）佐藤医院,佐藤　毅,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.531593,138.912781
499,特別養護老人ホーム　やすらぎの里,949-4353,出雲崎町,大字川西660-1,0258-78-3311,昭和55年7月1日,(社福）中越老人福祉協会,佐藤　毅,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.531593,138.912781
500,いぐち耳鼻咽喉科,954-0082,見附市,柳橋町割前274-6,0258-61-2200,平成19年4月1日,医療法人社団　いぐち耳鼻咽喉科,井口　正男　,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,37.542122,138.900421
501,内島医院,954-0111,見附市,今町1-10-9,0258-66-2446,平成3年1月7日,内島　弘,内島　弘,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.547516,138.885330
502,特別養護老人ホーム　大平園医務室,954-0052,見附市,学校町2-13-31,0258-63-3500,平成7年3月1日,(社福)見附福祉会,関原　芳夫,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.535110,138.920517
503,おがわ眼科クリニック,954-0082,見附市,柳橋町266番地9,0258-61-5333,平成14年9月1日,(医社)おがわ眼科クリニック,小川　政男,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.542301,138.899536
504,お元気でクリニック,954-0052,見附市,学校町2-13-76,0258-63-3800,平成24年6月1日,医療法人社団　Wholeness,関原　芳夫,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,内科：漢方内科、老年内科,,37.533772,138.919495
505,貝瀬皮膚科,954-0082,見附市,柳橋町274-25,0258-66-8100,平成14年4月1日,貝瀬　明,貝瀬　明,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.537186,138.899353
506,金井医院,954-0053,見附市,本町1-4-7,0258-62-0116,平成7年4月1日,(医社)金井医院,金井　朋行,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,37.528290,138.922928
507,杏仁堂医院,954-0053,見附市,本町1丁目2番50号,0258-62-0123,平成1年4月1日,(医社)杏仁堂医院,小林　静佳,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.527153,138.924683
508,霜鳥内科医院,954-0057,見附市,新町1-8-3,0258-62-0579,昭和53年10月25日,霜鳥　克彦,霜鳥　克彦,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.526482,138.920990
509,特別養護老人ホーム　すずらんの園医務室,954-0036,見附市,田井町1715番地1,0258-61-3520,平成14年5月1日,(社福)人と緑の大地,田崎　哲也,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.496307,138.929428
510,田崎医院,954-0053,見附市,本町2丁目9番23号,0258-62-1122,平成2年4月1日,(医社)田崎医院,田崎　哲也,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.525669,138.924545
511,林俊壱クリニック内科・胃腸科,954-0082,見附市,柳橋町274-23,0258-66-3000,平成16年1月24日,林　俊一,林　俊一,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.537186,138.899353
512,特別養護老人ホームフローラ　医務室,954-0076,見附市,新幸町7番9号,0258-89-5880,平成20年5月1日,(社福)見附福祉会,小林　欣也,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.540447,138.891663
513,星整形外科医院,954-0082,見附市,柳橋町274番地6,0258-66-8808,平成10年4月1日,(医社)康信会,星　信一,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,,,37.537186,138.899353
514,星野医院,954-0053,見附市,本町4-2-37,0258-62-0998,平成1年12月15日,(医社)仁弘会,星野　弘之,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.529964,138.925705
515,見附市保健福祉センター,954-0052,見附市,学校町2丁目13番30号,0258-61-1350,平成10年5月1日,見附市,高橋　壮一郎,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.535194,138.920517
516,山谷クリニック,954-0051,見附市,本所1丁目12-10,0258-61-1388,平成10年11月5日,山谷　春喜,山谷　春喜,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.534809,138.912048
517,養護老人ホーム龍宮荘医務室,954-0032,見附市,本明町1694,0258-62-1087,平成17年2月10日,(社福)見附福祉会,星野　弘之,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.519352,138.955536
518,わたなべ皮フ科クリニック,954-0059,見附市,昭和町2-21-22,0258-62-7750,平成14年7月5日,渡部　恭,渡部　恭,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.457443,138.848328
519,水澤眼科,954-0052,見附市,学校町2-13-70,0258-63-0230,平成22年4月1日,水澤　由香,水澤　由香,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.533340,138.919617
520,特別養護老人ホーム　てまり診療所,940-0137,長岡市,平1丁目3番55号,0258-51-5005,平成23年4月1日,(社福)　平成福祉会,花城　恒,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.471264,139.004623
521,特別養護老人ホーム古志乃里　医務室,954-0045,見附市,緑町20-1,0258-62-1600,平成23年4月1日,(社福)人と緑の大地,髙村　麻子,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.449738,138.824158
522,なかの眼科クリニック,949-5406,長岡市,浦651-4,0258-86-8673,平成23年4月1日,中野　敦雄,中野　敦雄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.394730,138.790695
523,メンタルクリニック長岡,940-0041,長岡市,学校町3丁目11-46,0258-84-7337,平成23年5月10日,柿村　善晴,柿村　善晴,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.444366,138.858536
524,木村医院,940-2035,長岡市,関原町2-244,0258-46-2019,平成23年10月1日,木村　慶太,木村　慶太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.453197,138.774048
525,辻本皮ふ科,940-0082,長岡市,千歳1-3-41,0258-39-4112,平成24年6月1日,辻本　友高,辻本　友高,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.436104,138.847031
526,特別養護老人ホーム小国あいあい医務室,949-5335,長岡市,小国町太郎丸1520-1,0258-95-5172,平成24年6月15日,社会福祉法人あいあい,勝見　明彦,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.270847,138.712479
527,栃尾みみ・はな・のどクリニック,940-0225,長岡市,仲子町8-27,0258-53-0033,平成24年10月1日,髙野　由美子,髙野　由美子,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,37.314442,138.795013
528,生協こどもクリニック,940-1101,長岡市,沢田1丁目1番20,0258-33-7131,平成24年11月1日,ながおか医療生活協同組合,井埜　晴義,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.314442,138.795013
529,医療法人坦誠会根元整形外科医院,947-0028,小千谷市,城内2-1-5,0258-82-4530,昭和46年4月1日,医療法人坦誠会,根元　純一,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.312664,138.798859
530,藤巻医院,949-8726,小千谷市,真人町甲5-1,0258-86-3006,平成1年10月1日,医療法人社団藤巻医院,藤巻　克久,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,37.240639,138.755798
531,小千谷市養護老人ホーム診療所,947-0041,小千谷市,小粟田2732-6,0258-83-2196,昭和36年7月1日,小千谷市,中村　忠夫,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.343342,138.799881
532,特別養護老人ホーム小粟田の里診療所,947-0041,小千谷市,小粟田2732-7,0258-83-2100,昭和58年4月1日,社会福祉法人小千谷北魚沼福祉会,北村　雄大,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.343342,138.799881
533,新潟県厚生農業協同組合連合会　小千谷総合病院岩沢診療所,949-8724,小千谷市,岩沢1003,0258-86-2008,昭和62年11月18日,新潟県厚生農業協同組合連合会,渡辺　庄治,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.227028,138.798874
534,池田内科医院,947-0028,小千谷市,城内2-6-5,0258-82-6568,平成5年9月27日,医療法人池田内科医院,池田　敏明,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.313702,138.796066
535,大矢医院,947-0003,小千谷市,薭生乙933-7,0258-83-0111,平成7年7月1日,医療法人社団都城会,大矢　敏裕,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.314442,138.795013
536,中村内科消化器科医院,947-0021,小千谷市,本町2-2-23,0258-81-1730,平成11年4月1日,医療法人社団中村内科消化器科医院,中村　忠夫,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.309418,138.796967
537,医療法人社団慶友会キタムラ　北村医院,947-0028,小千谷市,城内1-8-23,0258-82-7212,平成9年10月14日,医療法人社団慶友会キタムラ,北村　雄大,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.311234,138.796524
538,小林整形外科医院,947-0054,小千谷市,若葉3-97-1,0258-83-1154,平成13年3月19日,医療法人社団慶祥会,小林　一,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,院長後任を探すため休止,,37.303486,138.780731
539,片貝医院,947-0101,小千谷市,片貝町5035-15,0258-81-2624,平成12年1月11日,医療法人社団　紅鶴会,根本　忠,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.367321,138.777206
540,さわなか医院,947-0028,小千谷市,城内3-3-13,0258-81-0058,平成12年7月5日,澤中　信行,澤中　信行,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.313644,138.789490
541,安藤眼科,947-0021,小千谷市,本町1-4-17,0258-83-1717,平成16年4月1日,医療法人社団　安藤眼科,安藤　秀夫,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.310738,138.800522
542,山下メンタルクリニック,947-0042,小千谷市,平沢1丁目5-26 ,0258-83-1771,平成21年6月1日,医療法人社団　慧文会　,山下　正廣,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.317459,138.794083
543,特別養護老人ホーム　おぢやさくら診療所,947-0041,小千谷市,小粟田2732番地14,0258-83-1786,平成18年6月1日,社会福祉法人長岡福祉協会,山内　英臣,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.343342,138.799881
544,ときみずの家診療所,947-0033,小千谷市,時水182-1,0258-81-6120,平成20年5月12日,社会福祉法人おぢや福祉会,横森　忠紘,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.301304,138.763260
545,山本医院,947-0035,小千谷市,桜町5147-9,0258-81-7717,平成26年9月1日,医療法人社団　山本医院,山本　潔,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,,,37.313183,138.780212
546,特別養護老人ホーム　片貝さくら診療所,947-0101,小千谷市,片貝町4708番地1,0258-81-2051,平成21年11月1日,社会福祉法人長岡福祉協会,藤田　俊夫,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.370346,138.779053
547,公益財団法人新潟県保健衛生センター中越メジカルセンター,947-0028,小千谷市,城内2丁目6番5号,025-267-6323,平成22年4月30日,公益財団法人新潟県保健衛生センター,遠藤　道仁,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.313702,138.796066
548,千谷島の家診療所,947-0053,小千谷市,大字千谷川302,0258-81-6211,平成23年4月14日,社会福祉法人おぢや福祉会,横森　忠紘,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.340771,138.704269
549,つつじガーデン小千谷医務室,947-0016,小千谷市,四ﾂ子509-1,0258-84-0030,平成24年12月1日,社会福祉法人つつじ会,神谷　岳太郎,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.531593,138.912781
550,戸内整形外科クリニック,940-2012,長岡市,荻野1-7-38,0258-27-9987,平成25年5月1日,戸内　英雄,戸内　英雄,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,,,37.314442,138.795013
551,アットホーム今町医務室,954-0111,見附市,今町5-41-37,0258-66-0334,平成26年4月1日,社会福祉法人悠遊,石川　直樹,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.553593,138.891556
552,モス・コーラ診療所,947-0035,小千谷市,大字桜町3146-2,0258-86-7072,平成26年6月1日,社会福祉法人平成福祉会,池田　敏明,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.446533,138.851486
553,公益財団法人新潟県保健衛生センター県央メジカルセンター,954-0051,見附市,本所1-2-64,0258-62-8000,平成27年4月1日,公益財団法人新潟県保健衛生センター,吉田　和清,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.465828,139.064346
554,みやざわ苑診療所,940-0233,長岡市,栃尾宮沢1778,0258-52-2500,平成27年4月1日,社会福祉法人刈谷田福祉会,今村　彰,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.457211,139.000336
555,おのづかこどもクリニック,940-2121,長岡市,喜多町1147-3,0258-29-3715,平成27年4月13日,小野塚　淳哉,小野塚　淳哉,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,内科：正しくは新生児内科,,37.448753,138.811020
556,特別養護老人ホームわしま医務室,949-4511,長岡市,小島谷3399,0258-89-8560,平成27年4月16日,社会福祉法人長岡三古老人福祉会,瀧本　光弘,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.560894,138.769135
557,ながおか医療生協協同組合　あたごこどもクリニック,940-0038,長岡市,琴平1-2-1,0258-36-5810,平成27年7月1日,ながおか医療生活協同組合,吉川　秀人,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.459034,138.863312
558,特別養護老人ホームサクラーレ福住医務室,940-0034,長岡市,福住2-1-7,0258-35-5590,平成27年8月1日,社会福祉法人長岡三古老人福祉会,長尾　政之助,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.450649,138.857193
559,喜多町むらやまクリニック,940-2121,長岡市,喜多町1144-1,0258-27-7720,平成27年9月15日,村山　慎一郎,村山　慎一郎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.451694,138.806824
560,特別養護老人ホームアカシアの丘黒条医務室,940-0007,長岡市,黒津町字東田367,0258-25-6110,平成28年6月1日,社会福祉法人朋友福祉会,吉田　比美子,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.531593,138.912781
561,栃尾郷クリニック,940-0221,長岡市,金町2丁目5番22号,0258-52-2181,平成28年8月1日,新潟厚生農業協同組合連合会,宮﨑　大輔,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.314442,138.795013
562,石川医院,954-0111,見附市,今町6丁目3番45号,0258-66-2140,平成28年8月2日,医療法人社団　成美会,石川　直樹,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,37.424171,138.827301
