No,施設名,〒,所在地1,所在地2,℡,開　 設 年月日,開設者,管理者,歯科,矯正,小歯,口腔,備考,緯度,経度
439,登内歯科医院,945-0816,柏崎市,田中23-7,0257-22-7766,平成2年4月2日,登内　敏夫,登内　敏夫,1,0,1,0,,37.358425,138.566833
440,平田歯科医院,945-0026,柏崎市,藤元町9-2,0257-21-4151,平成3年12月2日,平田　伸明,平田　伸明,1,0,1,0,,37.380493,138.577042
441,医療法人社団　祐志会　久代歯科医院,945-0026,柏崎市,藤元町13-4,0257-21-0978,平成16年4月1日,医療法人社団　祐志会　,久代　繁,1,0,1,0,,37.378197,138.577469
442,山川歯科医院,945-0063,柏崎市,諏訪町5-22,0257-21-2131,平成6年3月10日,山川　尚人,山川　尚人,1,0,0,0,,37.372341,138.561203
443,ほほえみ歯科医院,945-0074,柏崎市,春日1-1-10,0257-23-8430,平成6年12月9日,山口　憲司,山口　憲司,1,0,0,0,,37.377754,138.568481
444,せきや歯科医院,945-0834,柏崎市,常盤台22-18,0257-22-8885,平成7年7月1日,関矢　一仁,関矢　一仁,1,0,1,0,,37.35696,138.548462
445,犬井歯科クリニック,945-0811,柏崎市,岩上10-30,0257-21-7650,令和2年4月1日,医療法人社団　犬井歯科クリニック,犬井　正,1,1,1,1,,37.358387,138.570572
446,ホワイト歯科,945-0812,柏崎市,半田2-6-11,0257-21-5038,平成8年11月1日,土井　彰夫,土井　彰夫,1,0,0,0,,37.35696,138.577621
447,山本歯科医院,945-0106,柏崎市,大字土合659,0257-20-0220,平成10年4月11日,山本　大輔,山本　大輔,1,0,0,0,,37.393375,138.599503
448,医療法人厚徳会　まつむら歯科柏崎診療所,945-0041,柏崎市,松美2ｰ2-38,0257-20-0310,平成10年7月9日,医療法人社団　厚徳会,梅津　達,1,1,1,1,,37.375309,138.578995
449,ながおか歯科ミュ,945-4135,柏崎市,西山町坂田5369-2,0257-48-2095,令和3年1月1日,関　恵子,関　恵子,1,1,1,0,,37.444889,138.67392
450,クオリス歯科医院,945-1352,柏崎市,大字安田2060-1,0257-21-3115,平成18年4月27日,村山　剛,村山　剛,1,0,1,1,,37.338638,138.61203
451,ながおか歯科ユウ,945-1431,柏崎市,大字加納5898,0257-27-2230,平成25年9月1日,小坂井　滋,小坂井　滋,1,1,1,0,,37.31781,138.613129
452,おだ歯科クリニック,945-0035,柏崎市,北半田2-5-13,0257-41-4618,平成19年11月13日,小田　太郎,小田　太郎,1,0,1,0,,37.363174,138.576126
453,柏崎市国民健康保険高柳歯科診療所,945-1502,柏崎市,高柳町岡野町1849-1,0257-41-2002,平成23年4月1日,柏崎市長,高橋　明彦,1,0,0,0,,37.225124,138.636169
454,駅南歯科,945-0821,柏崎市,幸町2-4,0257-20-4618,平成27年6月16日,山本　雅春,山本　雅春,1,0,1,1,,37.362495,138.557022
455,五十嵐歯科医院,949-3115,上越市,大潟区渋柿浜160,025-534-2735,昭和38年8月1日,五十嵐　晴敏,五十嵐　晴敏,1,0,0,0,,37.217911,138.309235
456,小菅歯科医院,942-0306,上越市,浦川原区有島12,025-599-2354,昭和54年8月1日,小菅　浩,小菅　浩,1,0,0,0,,37.151726,138.427826
457,中嶋歯科医院,943-0832,上越市,本町4-3-18,025-525-2148,昭和60年3月13日,中嶋　謙介,中嶋　謙介,1,0,0,0,,37.111423,138.244675
458,古館歯科医院,943-0837,上越市,南城町1-9-18,025-522-0066,昭和61年10月1日,古館　厚,古館　厚,1,0,0,0,,37.101562,138.250443
459,医療法人社団　佐藤歯科医院,943-0832,上越市,本町6-2-1,025-523-8445,昭和61年12月1日,医療法人社団　佐藤歯科医院,竹中　高子,1,0,0,0,,37.115574,138.245209
460,須藤歯科医院,942-0004,上越市,西本町4-6-15,025-544-6281,昭和62年5月11日,須藤　亜希雄,須藤　亜希雄,1,1,1,0,,37.173458,138.240097
461,神岡歯科医院,943-0834,上越市,西城町3-1-14,025-525-1817,昭和63年8月6日,神岡　真佐志,神岡　真佐志,1,0,1,0,,37.115643,138.247177
462,小林歯科医院,942-0001,上越市,中央1-18-11,025-543-3335,平成元年8月1日,増井　弘美,増井　弘美,1,0,0,0,,37.173965,138.245193
463,三上歯科医院,943-0831,上越市,仲町2-3-12,025-522-5288,平成元年10月1日,医療法人社団　三上歯科医院,三上　敦,1,0,0,0,,37.107937,138.242416
464,藤戸歯科,942-0061,上越市,春日新田1-19-4,025-544-6161,平成元年10月2日,藤戸　信之,藤戸　信之,1,0,0,0,,37.172234,138.255508
465,小山歯科医院,949-3103,上越市,大潟区潟町85,025-534-2411,平成2年4月1日,医療法人社団　小山歯科医院,小山　敏,1,0,0,0,,37.234085,138.332596
466,長谷川歯科医院,943-0861,上越市,大和1-7-6,025-526-0533,平成3年4月20日,長谷川　栄子,長谷川　栄子,1,0,0,0,,37.079201,138.252731
467,小林歯科医院,943-0832,上越市,本町1-5-2,025-526-1000,平成3年4月23日,小林　由明,小林　由明,1,0,1,0,,37.102554,138.243317
468,くびき歯科医院,942-0127,上越市,頸城区百間町725,025-530-2700,平成3年5月1日,五十嵐　文雄,五十嵐　文雄,1,0,0,0,,37.184536,138.329681
469,つばめ歯科医院,943-0802,上越市,大豆2-4-12,025-545-1262,平成3年9月9日,小島　雅之,小島　雅之,1,0,0,0,,37.154961,138.224594
470,さかもと歯科医院,943-0824,上越市,北城町1-3-28,025-526-4618,平成3年10月1日,坂本　廣一朗,坂本　廣一朗,1,0,1,1,,37.114979,138.262405
471,佐藤歯科医院,944-0131,上越市,板倉区針420-21,0255-78-3151,平成3年12月2日,佐藤　哲也,佐藤　哲也,1,0,0,0,,37.053089,138.297989
472,ながの歯科医院,944-0018,妙高市,諏訪町2-6-31,0255-72-8855,平成4年10月2日,永野　和久,永野　和久,1,0,0,0,,37.025913,138.258057
473,よしだ歯科医院,942-0072,上越市,栄町2-1-19,025-545-3755,平成5年4月12日,吉田　隆,吉田　隆,1,0,0,0,,37.164474,138.242004
474,廣瀬歯科クリニック,944-0031,妙高市,田町1-5-12,0255-73-8855,平成6年3月21日,廣瀬　和人,廣瀬　和人,1,1,1,0,,37.022034,138.253494
475,小島歯科医院,949-2235,妙高市,大字関山2123-1,0255-82-2046,平成6年10月25日,小嶋　祥功,小嶋　祥功,1,0,0,0,,36.93552,138.222778
476,戸野目歯科医院,943-0151,上越市,平成町19,025-526-3877,平成8年5月1日,青山　富雄,青山　富雄,1,1,1,0,,37.120331,138.278061
477,中村歯科医院,942-0001,上越市,中央1-26-23,025-543-2568,平成8年5月2日,中村　明,中村　明,1,0,0,0,,37.175869,138.247086
478,大塚歯科医院,943-0153,上越市,鴨島1-2-7,025-526-6220,平成8年5月14日,大塚　龍夫,大塚　龍夫,1,0,0,0,,37.112488,138.273468
479,山口歯科医院,944-0028,妙高市,姫川原926-4,0255-72-1260,平成9年2月1日,山口　武之,山口　武之,1,1,0,0,,37.005558,138.261307
480,医療法人徳真会　松村歯科上越診療所,943-0803,上越市,春日野1-4-17,025-522-6001,平成9年7月19日,医療法人　徳真会,中嶋　宏樹,1,1,1,0,,37.148472,138.228409
481,クラーク歯科医院,943-0803,上越市,春日野1-14-11,025-522-5522,平成9年7月22日,高橋　秀雄,高橋　秀雄,1,1,1,1,,37.151524,138.228165
482,さとう歯科クリニック,943-0841,上越市,南本町3-6-10,025-521-4118,平成10年5月11日,佐藤　正孝,佐藤　正孝,1,1,1,0,,37.10136,138.248001
483,池田歯科医院,943-0896,上越市,飯744-2,025-523-8341,平成10年9月7日,池田　恵,池田　恵,1,0,0,0,,37.122585,138.231949
484,わくい歯科クリニック,944-0008,妙高市,柳井田町2-12-1,0255-72-7200,平成10年10月12日,涌井　孝幸,涌井　孝幸,1,1,1,1,,37.053478,138.259171
485,ひまわり歯科医院,942-0032,上越市,大字福田739-8,025-531-1030,平成10年11月4日,杉澤　洋平,杉澤　洋平,1,0,0,0,,37.171284,138.276276
486,浜歯科医院,943-0891,上越市,昭和町2-12-3,025-523-0150,平成11年9月1日,医療法人社団　浜歯科医院,濱　巧一,1,1,1,0,,37.121803,138.237
487,赤川歯科クリニック,943-0823,上越市,高土町1-4-16,025-525-6480,平成11年9月2日,赤川　将,赤川　将,1,1,1,0,,37.123291,138.253525
488,たいき歯科医院,943-0171,上越市,藤野新田1183,025-521-5525,平成11年12月20日,山岸　公尚,山岸　公尚,1,0,1,0,,37.151356,138.25589
489,うちやま歯科医院,944-0007,妙高市,栗原2-5-4,0255-73-8340,平成12年9月1日,内山　奈津子,内山　奈津子,1,0,0,0,,37.0424,138.261032
490,飯原歯科医院,942-0411,上越市,安塚区安塚942-2,025-592-2075,平成13年4月1日,飯原　仁,飯原　仁,1,0,0,0,,37.137478,138.44899
491,下黒川歯科医院,949-3233,上越市,柿崎区柳ヶ崎121-1,025-535-2780,平成13年8月23日,倉茂　章,倉茂　章,1,0,1,0,,37.259487,138.406189
492,丸田歯科医院,942-0314,上越市,浦川原区顕聖寺219,025-599-2051,平成13年9月1日,丸田　良和,丸田　良和,1,0,0,0,,37.15937,138.42189
493,相馬歯科医院,942-0013,上越市,黒井1887,025-539-5168,平成13年11月6日,相馬　陽,相馬　陽,1,1,0,1,,37.192554,138.270477
494,かんど歯科・小児歯科クリニック,943-0173,上越市,大字富岡3106番,025-522-8001,令和8年2月1日,神戸　正人,神戸　正人,1,1,1,0,,37.145,138.260651
495,加藤歯科クリニック,943-0873,上越市,大字西田中227,025-521-0600,平成15年4月28日,加藤　拓,加藤　拓,1,0,1,0,,37.063122,138.254822
496,横尾歯科医院,944-0042,妙高市,東雲町6-14,0255-72-2630,平成15年5月1日,横尾　宗一,横尾　宗一,1,0,0,0,,37.028244,138.252594
497,三和ファミリー歯科医院,943-0224,上越市,三和区川浦2246番地,025-532-4848,平成15年8月4日,片海　ひな子,片海　ひな子,1,1,1,0,,37.112995,138.329865
498,小林歯科クリニック,943-0893,上越市,大貫4丁目6-14,025-522-8123,平成15年8月5日,小林　龍彰,小林　龍彰,1,0,1,1,,37.11459,138.232437
499,東雲くろだ歯科医院,942-0071,上越市,東雲町2-9-17,025-544-5850,平成15年8月20日,黒田　陽,黒田　陽,1,1,1,1,,37.166725,138.241257
500,原矯正歯科,943-0832,上越市,大手町5-45,025-526-5800,平成15年10月1日,原　省司,原　省司,0,1,0,0,,37.108715,138.248047
501,大島村歯科診療所,942-1106,上越市,大島区岡3388-9,025-594-3930,平成17年1月1日,古屋　一裕,古谷　一裕,1,0,0,0,,37.165043,138.505615
502,清里歯科診療所,943-0501,上越市,清里区岡野町1623,025-528-4180,平成17年1月1日,上越市,片海　正明,1,0,0,0,,37.086597,138.329483
503,羽尾歯科医院春日山,943-0807,上越市,春日山3-18-41,025-527-4618,平成17年4月25日,医療法人社団　羽尾歯科医院,羽尾　博嗣,1,1,1,1,,37.143646,138.22229
504,犀浜デンタルクリニック,949-3113,上越市,大潟区下小船津浜1153-4,025-535-1504,平成17年8月20日,俵木　修,俵木　修,1,1,1,1,,37.219601,138.318741
505,安江たなか歯科医院,942-0041,上越市,安江2-561-6,025-544-4618,平成17年12月8日,田中　紀裕,田中　紀裕,1,0,0,0,,37.168934,138.262817
506,五智歯科クリニック,942-0081,上越市,五智1-13-10,025-544-1133,令和7年8月1日,医療法人社団　五智歯科クリニック,丸田　隆司,1,0,1,1,,37.169243,138.235489
507,すずき歯科医院,942-0081,上越市,五智1-15-25,025-543-8177,平成18年3月15日,鈴木　功,鈴木　功,1,1,1,1,,37.168823,138.234604
508,水野歯科クリニック,943-0832,上越市,本町5-3-23,025-525-7087,平成18年5月1日,水野　吉広,水野　吉広,1,1,0,1,,37.113602,138.244995
509,さくら歯科,944-0101,上越市,板倉区稲増151-61,0255-78-5037,平成19年1月1日,齋藤　修,齋藤　修,1,0,0,0,,37.07972,138.284164
510,青山歯科医院,943-0803,上越市,春日野1-4-10,025-523-5440,平成19年7月9日,青山　隆一,青山　隆一,1,1,1,1,,37.147999,138.229263
511,池田歯科医院,944-0045,妙高市,中町4-10,0255-72-2153,平成20年3月28日,池田　博康,池田　博康,1,1,1,1,,37.02557,138.251328
512,土肥歯科医院,942-0001,上越市,中央3-15-5,025-543-2097,平成20年4月1日,土肥　陽一,土肥　陽一,1,1,1,0,,37.178314,138.245682
513,医療法人社団　和久井歯科医院,943-0828,上越市,北本町2-3-3,025-524-5266,平成20年10月10日,医療法人社団　和久井歯科医院,和久井　千佳子,1,0,1,0,,37.120575,138.244263
514,かるがも歯科・矯正歯科,943-0806,上越市,木田新田2-148,025-525-6400,平成20年11月1日,医療法人社団　かるがも歯科矯正歯科,新部　洋史,1,1,1,0,,37.139507,138.236099
515,医療法人厚徳会　まつむら歯科高田診療所,943-0824,上越市,北城町3-1-30,025-521-6780,平成20年12月7日,医療法人　厚徳会,辻　哲範,1,1,1,1,,37.117592,138.251785
516,三折堂いがらし歯科医院,942-0271,上越市,三和区錦289-4,025-532-2595,平成21年5月1日,医療法人社団　三折堂,五十嵐　みね子,1,0,0,0,,37.139637,138.342773
517,名立歯科診療所,949-1602,上越市,名立区名立大町196,0255-37-2051,平成21年9月1日,医療法人社団　飯島歯科医院,飯嶋　正,1,0,0,0,,37.144787,138.080353
518,いわふね歯科クリニック,943-0882,上越市,中田原160-42,025-525-2340,平成21年10月1日,岩舩　素子,岩舩　素子,1,0,1,0,,37.091553,138.23114
519,田嶋歯科医院,943-0883,上越市,中通町8-23,025-522-4455,平成22年1月1日,田嶋　志織,田嶋　志織,1,0,0,0,,37.097069,138.241379
520,谷口歯科クリニック,944-0047,妙高市,白山町4-5-6,0255-73-8030,平成22年4月1日,谷口　伸張,谷口　伸張,1,1,1,0,,37.020809,138.246643
521,増村歯科医院,944-0042,妙高市,東雲町4-5,0255-72-2243,平成22年11月10日,藤内　典子,藤内　典子,1,0,0,0,,37.029163,138.253967
522,しろデンタルクリニック,943-0833,上越市,大町4-3-33,025-525-4618,平成22年12月24日,西村　理絵,西村　理絵,1,0,1,1,,37.114651,138.24614
523,畑歯科診療所,943-0146,上越市,とよば107ｲﾙ･ｸｵｰﾚとよば1F,025-526-8841,平成23年7月24日,畑　俊一,畑　俊一,1,0,1,1,,37.147865,138.236099
524,スマイル歯科ｸﾘﾆｯｸ,943-0836 ,上越市,東城町3丁目8番25号,025-524-2518,平成23年10月1日,笹原　純,笹原　純,1,0,1,0,,37.108795,138.260529
525,中島歯科医院,949-3103,上越市,大潟区潟町696-4,025-534-2626,平成24年5月1日,中島　かるら,中島　かるら,1,1,1,0,,37.231728,138.334595
526,きたしろ歯科診療所,943-0825,上越市,東本町5丁目2-59,025-526-8118,平成25年9月1日,医療法人社団　よつばの会,金谷　史夫,1,1,1,0,,37.118553,138.262283
527,小嶋歯科医院,949-2112,妙高市,大字関川10-13,0255-86-2243,平成25年11月1日,小嶋　基,小嶋　基,1,0,0,0,,36.871372,138.210419
528,水野歯科医院,944-0131,上越市,板倉区針1165-8,0255-78-2394,平成25年11月12日,水野　巨樹,水野　巨樹,1,0,1,0,,37.053089,138.297989
529,医療法人社団　木村歯科クリニック,943-0805,上越市,木田1-1-11ﾐﾜﾌﾟﾗｻﾞ2F,025-524-4618,平成26年1月1日,医療法人社団　木村歯科クリニック,木村　正子,1,1,1,1,,37.146915,138.237244
530,小出歯科医院,949-3216,上越市,柿崎区柿崎6108-1,025-536-2530,平成26年3月1日,小出　光,小出　光,1,0,0,0,,37.281841,138.389694
531,大山歯科医院,949-3116,上越市,大潟区犀潟835,025-512-4141,平成26年4月28日,大山　賢司,大山　賢司,1,0,1,1,,37.207581,138.30452
532,太田歯科医院,943-0833,上越市,大町4-3-34,025-523-3263,平成26年11月1日,太田　聡,太田　聡,1,0,0,0,,37.113724,138.246262
533,万代歯科クリニック,943-0804,上越市,新光町2-2-5,025-522-1217,平成27年4月1日,医療法人社団　万代歯科クリニック,萬羽　晴一,1,1,0,0,,37.150768,138.239029
534,平野歯科医院,942-0011,上越市,港町2-5-2,025-544-4848,平成27年5月9日,平野　龍紀,平野　龍紀,1,1,1,1,,37.179691,138.254517
535,折笠歯科医院,943-0810,上越市,大学前33,025-526-3008,平成27年10月1日,医療法人社団　折笠歯科医院,折笠　紀晶,1,0,0,0,,37.136906,138.228943
536,あおき歯科・矯正歯科クリニック,942-0063,上越市,大字下門前1805番地,025-520-4180,平成28年5月1日,医療法人社団　親曜会,青木　義親,1,1,1,1,,37.155373,138.255066
537,ハート歯科ｸﾘﾆｯｸ,943-0834,上越市,西城町1-4-31,025-522-8010,平成28年5月1日,医療法人社団　ハート歯科クリニック,三箇　満,1,1,1,1,,37.11454,138.253937
538,南川歯科クリニック,942-0146,上越市,頸城区下吉228-26,025-543-8011,平成29年3月18日,佐野　瑞樹,佐野　瑞樹,1,0,1,0,,37.182487,138.279297
539,八木歯科医院,949-3445,上越市,吉川区原之町2037-3,025-548-2114,平成29年4月1日,八木　寿顕,八木　寿顕,1,0,0,0,,37.228287,138.393845
540,おおしま歯科クリニック,942-0082,上越市,国府1-24-10,025-544-0118,平成30年4月13日,大嶋　美恵,大嶋　美恵,1,1,1,0,,37.160801,138.227905
541,あおの歯科診療所,942-0238,上越市,青野243-1,025-520-8446,平成30年4月24日,塚本　康巳,塚本　康巳,1,0,1,1,,37.164162,138.349533
542,くすのき歯科クリニック,942-0022,上越市,大字下荒浜423-1,025-543-3009,平成30年7月27日,矢富　政則,矢富　政則,1,0,1,0,,37.194126,138.283569
543,楡井歯科医院,949-3216,上越市,柿崎区柿崎6556,025-536-2620,令和2年6月12日,医療法人社団　楡井歯科医院,楡井　喜一,1,0,1,1,,37.28075,138.391312
544,一般社団法人上越歯科医師会上越休日歯科・障がい者歯科診療センター,943-0804,上越市,新光町1-10-16,025-523-5775,令和2年12月6日,一般社団法人　上越歯科医師会,山岸　公尚,1,0,0,0,,37.150856,138.237
545,わたなべ歯科,943-0821,上越市,大字土橋2771番地,025-520-8819,令和2年12月7日,渡邉　充,渡邉　充,1,0,1,0,,37.130962,138.242706
546,星野歯科医院,949-3255,上越市,柿崎区上下浜496,025-536-3116,令和4年9月1日,医療法人社団　星野歯科医院,星野　壽幸,1,0,0,0,,37.245628,138.355667
547,櫻井歯科医院,943-0861,上越市,大和1-1-4,025-526-9750,令和5年2月7日,櫻井　佑,櫻井　佑,1,0,1,1,,37.082417,138.251236
